tt_2r,7503289
tt_aaea,0
tt_aanm,0
tt_ab,0
tt_ad,0
tt_ae,47765
tt_ai,0
tt_an,40506
tt_axas,90750
tt_axav,90750
tt_ba,4389
tt_be,370
tt_bn,1001
tt_cegc,2771785
tt_cn,12615
tt_ep,0
tt_ig,2225938
tt_ih,20
tt_is,1589718
tt_isnm,3924
tt_jcea,27
tt_ld,200054
tt_le,7775
tt_lf,935439
tt_li,48706
tt_ll,922918
tt_lp,1202655
tt_lt,24473
tt_lxea,87
tt_lxnm,17303
tt_mp,399332
tt_np,1533
tt_nwea,310774
tt_oaea,0
tt_oanm,929
tt_ol,40432
tt_pc,3504549
tt_pcnm,3146
tt_pdea,0
tt_pdnm,3146
tt_pias,23007
tt_piav,23008
tt_piea,9452
tt_pinm,7812
tt_pm,173
tt_pp,0
tt_pr,7713
tt_rd,1724686
tt_rfnm,332
tt_rn,320287
tt_rrea,16711
tt_rrnm,15387
tt_rs,919135
tt_sa,42749
tt_sc,0
tt_se,295491
tt_si,150610
tt_sl,0
tt_smea,7929
tt_smnm,4114
tt_sp,89557
tt_sr,1004265
tt_st,36133
tt_sxea,0
tt_sxnm,232
tt_ta,19423525
tt_tc,245458
tt_td,13083
tt_tg,1688960
tt_ti,0
tt_tl,60410
tt_to,32707
tt_tp,15800
tt_tt,1511
tt_vr,4
tt_wxea,0
tt_wxnm,54497
tt_xo,4385
